ROW_NUM,CTPRVN_NM,SIGUNGU_NM,EMD_NM,LVSTCK_NM,FARM_CO,FARM_LOCPLC,k,g,f
5641,경상북도,예천군,보문면,꿀벌,2,경상북도 예천군 보문면,"('36.665304995307', '128.510892929685')",36.665304995307,128.510892929685
5642,전라남도,나주시,운곡동,닭,4,전라남도 나주시 운곡동,"('34.9890506102829', '126.697350972365')",34.9890506102829,126.697350972365
5643,전라남도,나주시,운곡동,염소,1,전라남도 나주시 운곡동,"('34.9890506102829', '126.697350972365')",34.9890506102829,126.697350972365
5644,경기도,평택시,도일동,사슴,1,경기도 평택시 도일동,"('37.053393997195', '127.108218820566')",37.053393997195,127.108218820566
5645,전라북도,순창군,복흥면,오리,1,전라북도 순창군 복흥면,"('35.4321695323794', '126.92973561896')",35.4321695323794,126.92973561896
5646,강원도,횡성군,둔내면,관상조,1,강원도 횡성군 둔내면,"('37.5122165122342', '128.218832889124')",37.5122165122342,128.218832889124
5647,전라남도,여수시,웅천동,닭,3,전라남도 여수시 웅천동,"('34.7466177088277', '127.685634754807')",34.7466177088277,127.685634754807
5648,경상북도,상주시,외서면,거위,1,경상북도 상주시 외서면,"('36.4793499693187', '128.108166006378')",36.4793499693187,128.108166006378
5649,전라북도,김제시,입석동,닭,2,전라북도 김제시 입석동,"('35.7839724246673', '126.875764543314')",35.7839724246673,126.875764543314
5650,경상남도,김해시,주촌면,돼지,8,경상남도 김해시 주촌면,"('35.2357219683869', '128.830659015499')",35.2357219683869,128.830659015499
5651,전라북도,장수군,번암면,말,2,전라북도 장수군 번암면,"('35.5320044388073', '127.543842923474')",35.5320044388073,127.543842923474
5652,경기도,여주시,점동면,닭,7,경기도 여주시 점동면,"('37.2039031933962', '127.659851186914')",37.2039031933962,127.659851186914
5653,경상북도,예천군,개포면,칠면조,1,경상북도 예천군 개포면,"('36.6083901201947', '128.366522747512')",36.6083901201947,128.366522747512
5654,충청남도,서산시,부석면,염소,15,충청남도 서산시 부석면,"('36.7148738592682', '126.393763892659')",36.7148738592682,126.393763892659
5655,전라남도,장흥군,장흥읍,기러기,1,전라남도 장흥군 장흥읍,"('34.679766107842', '126.902656420414')",34.679766107842,126.902656420414
5656,전라북도,군산시,대야면,염소,5,전라북도 군산시 대야면,"('35.9467560948952', '126.811558542794')",35.9467560948952,126.811558542794
5657,충청남도,홍성군,결성면,사슴,2,충청남도 홍성군 결성면,"('36.5243160693388', '126.546644940465')",36.5243160693388,126.546644940465
5658,세종특별자치시,,장군면,돼지,3,세종특별자치시 nan 장군면,"(None, None)",,
5659,경상북도,문경시,마성면,오리,3,경상북도 문경시 마성면,"('36.6926030163644', '128.116688126728')",36.6926030163644,128.116688126728
5660,충청남도,계룡시,엄사면,거위,1,충청남도 계룡시 엄사면,"('36.2885919883966', '127.239873234269')",36.2885919883966,127.239873234269
5661,충청북도,옥천군,청산면,염소,14,충청북도 옥천군 청산면,"('36.3464188073436', '127.791880756893')",36.3464188073436,127.791880756893
5662,경상북도,울진군,북면,거위,3,경상북도 울진군 북면,"('37.1048544174713', '129.373093753423')",37.1048544174713,129.373093753423
5663,경상북도,고령군,개진면,돼지,8,경상북도 고령군 개진면,"('35.7081141858926', '128.350137315986')",35.7081141858926,128.350137315986
5664,전라남도,나주시,동강면,오리,13,전라남도 나주시 동강면,"('34.9394730979338', '126.564055405529')",34.9394730979338,126.564055405529
5665,전라남도,해남군,문내면,닭,6,전라남도 해남군 문내면,"('34.5971082183873', '126.314052563406')",34.5971082183873,126.314052563406
5666,전라북도,정읍시,태인면,토끼,1,전라북도 정읍시 태인면,"('35.6505963689292', '126.932535141466')",35.6505963689292,126.932535141466
5667,경기도,양평군,개군면,닭,9,경기도 양평군 개군면,"('37.4259639502401', '127.536793361892')",37.4259639502401,127.536793361892
5668,충청남도,예산군,대술면,거위,1,충청남도 예산군 대술면,"('36.6575934921154', '126.892194567896')",36.6575934921154,126.892194567896
5669,전라북도,완주군,고산면,사슴,2,전라북도 완주군 고산면,"('35.9764586138943', '127.205218867287')",35.9764586138943,127.205218867287
5670,경상북도,성주군,용암면,돼지,6,경상북도 성주군 용암면,"('35.836289218014', '128.336842965565')",35.836289218014,128.336842965565
5671,경기도,파주시,광탄면,관상조,2,경기도 파주시 광탄면,"('37.7761506126285', '126.851257899494')",37.7761506126285,126.851257899494
5672,전라북도,고창군,성내면,염소,4,전라북도 고창군 성내면,"('35.5381019918309', '126.743278570826')",35.5381019918309,126.743278570826
5673,경기도,고양시 덕양구,벽제동,닭,1,경기도 고양시 덕양구 벽제동,"('37.7260343599755', '126.911209639069')",37.7260343599755,126.911209639069
5674,충청남도,당진시,합덕읍,닭,29,충청남도 당진시 합덕읍,"('36.8099034133197', '126.764042032374')",36.8099034133197,126.764042032374
5675,전라남도,나주시,문평면,꿀벌,1,전라남도 나주시 문평면,"('35.055302656517', '126.60379255118')",35.055302656517,126.60379255118
5676,충청남도,예산군,응봉면,염소,6,충청남도 예산군 응봉면,"('36.6586392492339', '126.761198301312')",36.6586392492339,126.761198301312
5677,충청남도,당진시,사기소동,닭,3,충청남도 당진시 사기소동,"('36.8471704853442', '126.619758734494')",36.8471704853442,126.619758734494
5678,경기도,고양시 덕양구,관산동,돼지,1,경기도 고양시 덕양구 관산동,"('37.6879882033154', '126.862553908166')",37.6879882033154,126.862553908166
5679,전라남도,담양군,수북면,닭,3,전라남도 담양군 수북면,"('35.3017827221435', '126.928665473036')",35.3017827221435,126.928665473036
5680,경상북도,상주시,내서면,염소,6,경상북도 상주시 내서면,"('36.4122446503442', '128.067522750071')",36.4122446503442,128.067522750071
5681,충청북도,충주시,노은면,토끼,4,충청북도 충주시 노은면,"('37.0481450135857', '127.754137176945')",37.0481450135857,127.754137176945
5682,충청남도,논산시,상월면,염소,9,충청남도 논산시 상월면,"('36.2956702968393', '127.141242034906')",36.2956702968393,127.141242034906
5683,대전광역시,동구,비룡동,닭,5,대전광역시 동구 비룡동,"('36.3436425678873', '127.476054656938')",36.3436425678873,127.476054656938
5684,경기도,파주시,파주읍,오리,2,경기도 파주시 파주읍,"('37.8307483887254', '126.820028579509')",37.8307483887254,126.820028579509
5685,경상북도,상주시,공성면,염소,14,경상북도 상주시 공성면,"('36.2834276994279', '128.092442673423')",36.2834276994279,128.092442673423
5686,전라남도,강진군,강진읍,염소,6,전라남도 강진군 강진읍,"('34.6357994202307', '126.77352165781')",34.6357994202307,126.77352165781
5687,충청북도,청주시 상당구,월오동,닭,2,충청북도 청주시 상당구 월오동,"('36.6344170519019', '127.549306551433')",36.6344170519019,127.549306551433
5688,전라북도,남원시,주생면,오리,1,전라북도 남원시 주생면,"('35.3788580669762', '127.321551935713')",35.3788580669762,127.321551935713
5689,충청남도,공주시,우성면,사슴,3,충청남도 공주시 우성면,"('36.4709499920014', '127.049709589199')",36.4709499920014,127.049709589199
5690,경기도,포천시,신북면,꿀벌,1,경기도 포천시 신북면,"('37.9339384363111', '127.226332807245')",37.9339384363111,127.226332807245
5691,전라북도,정읍시,덕천면,돼지,9,전라북도 정읍시 덕천면,"('35.6185995910523', '126.842575603462')",35.6185995910523,126.842575603462
5692,경상북도,예천군,유천면,사슴,3,경상북도 예천군 유천면,"('36.6354305614571', '128.390085456074')",36.6354305614571,128.390085456074
5693,경상북도,예천군,효자면,닭,33,경상북도 예천군 효자면,"('36.7713661258678', '128.41882934561')",36.7713661258678,128.41882934561
5694,전라남도,강진군,성전면,돼지,4,전라남도 강진군 성전면,"('34.6926907109667', '126.709063655571')",34.6926907109667,126.709063655571
5695,울산광역시,북구,대안동,닭,3,울산광역시 북구 대안동,"('35.6507171117367', '129.399651334959')",35.6507171117367,129.399651334959
5696,대전광역시,동구,효평동,기러기,1,대전광역시 동구 효평동,"('36.3985055162119', '127.46697190424')",36.3985055162119,127.46697190424
5697,경기도,화성시,양감면,꿀벌,4,경기도 화성시 양감면,"('37.0813059020504', '126.94442445685')",37.0813059020504,126.94442445685
5698,부산광역시,기장군,기장읍,오리,3,부산광역시 기장군 기장읍,"('35.2387101064256', '129.215856260426')",35.2387101064256,129.215856260426
5699,충청북도,보은군,속리산면,닭,9,충청북도 보은군 속리산면,"('36.5121159593936', '127.810350567256')",36.5121159593936,127.810350567256
5700,전라남도,담양군,담양읍,닭,6,전라남도 담양군 담양읍,"('35.3204168100548', '126.981845552341')",35.3204168100548,126.981845552341
5701,강원도,영월군,영월읍,염소,11,강원도 영월군 영월읍,"('37.1874352109429', '128.466067893114')",37.1874352109429,128.466067893114
5702,전라남도,진도군,임회면,오리,1,전라남도 진도군 임회면,"('34.4060929023718', '126.189976116236')",34.4060929023718,126.189976116236
5703,경상남도,합천군,가회면,거위,1,경상남도 합천군 가회면,"('35.4351740211849', '128.033678542349')",35.4351740211849,128.033678542349
5704,경상남도,창녕군,남지읍,기러기,1,경상남도 창녕군 남지읍,"('35.3890464437313', '128.477040981987')",35.3890464437313,128.477040981987
5705,강원도,화천군,화천읍,관상조,2,강원도 화천군 화천읍,"('38.1042562811837', '127.707178844679')",38.1042562811837,127.707178844679
5706,충청북도,괴산군,청안면,거위,2,충청북도 괴산군 청안면,"('36.7719839311626', '127.639674461441')",36.7719839311626,127.639674461441
5707,충청북도,충주시,용관동,닭,4,충청북도 충주시 용관동,"('36.9473105729967', '127.882097652667')",36.9473105729967,127.882097652667
5708,충청남도,홍성군,결성면,개,3,충청남도 홍성군 결성면,"('36.5243160693388', '126.546644940465')",36.5243160693388,126.546644940465
5709,경기도,연천군,신서면,돼지,4,경기도 연천군 신서면,"('38.1829667805064', '127.107037931125')",38.1829667805064,127.107037931125
5710,경기도,안산시 상록구,팔곡일동,닭,4,경기도 안산시 상록구 팔곡일동,"('37.305868132925', '126.890301466414')",37.305868132925,126.890301466414
5711,충청남도,공주시,의당면,오리,2,충청남도 공주시 의당면,"('36.4994903433971', '127.141280921738')",36.4994903433971,127.141280921738
5712,경상남도,창원시 마산합포구,예곡동,닭,7,경상남도 창원시 마산합포구 예곡동,"('35.1739934754998', '128.539472301567')",35.1739934754998,128.539472301567
5713,경기도,안산시 상록구,건건동,꿀벌,1,경기도 안산시 상록구 건건동,"('37.306890376282', '126.905464776608')",37.306890376282,126.905464776608
5714,경상북도,경주시,강동면,염소,3,경상북도 경주시 강동면,"('35.9877284221761', '129.273263941152')",35.9877284221761,129.273263941152
5715,경기도,이천시,호법면,닭,2,경기도 이천시 호법면,"('37.2231047253816', '127.424787739446')",37.2231047253816,127.424787739446
5716,경상북도,청도군,각남면,염소,2,경상북도 청도군 각남면,"('35.6418355263378', '128.658918350205')",35.6418355263378,128.658918350205
5717,전라남도,함평군,학교면,사슴,3,전라남도 함평군 학교면,"('35.0169150658813', '126.537537756444')",35.0169150658813,126.537537756444
5718,경상북도,경산시,남천면,닭,23,경상북도 경산시 남천면,"('35.766630031135', '128.726857131324')",35.766630031135,128.726857131324
5719,충청북도,충주시,용관동,말,1,충청북도 충주시 용관동,"('36.9473105729967', '127.882097652667')",36.9473105729967,127.882097652667
5720,충청남도,서산시,팔봉면,사슴,5,충청남도 서산시 팔봉면,"('36.8121141137163', '126.350147784167')",36.8121141137163,126.350147784167
5721,강원도,철원군,철원읍,닭,5,강원도 철원군 철원읍,"('38.2159947520532', '127.214250148342')",38.2159947520532,127.214250148342
5722,경상북도,영천시,임고면,돼지,4,경상북도 영천시 임고면,"('36.0210730614784', '128.973992156666')",36.0210730614784,128.973992156666
5723,전라남도,구례군,광의면,염소,13,전라남도 구례군 광의면,"('35.2602020359796', '127.439949882706')",35.2602020359796,127.439949882706
5724,강원도,홍천군,홍천읍,사슴,1,강원도 홍천군 홍천읍,"('37.68943404802', '127.884306327398')",37.68943404802,127.884306327398
5725,부산광역시,기장군,철마면,칠면조,1,부산광역시 기장군 철마면,"('35.2753211363779', '129.149739538284')",35.2753211363779,129.149739538284
5726,전라북도,정읍시,고부면,거위,1,전라북도 정읍시 고부면,"('35.6185618287653', '126.771689579295')",35.6185618287653,126.771689579295
5727,충청북도,보은군,산외면,오리,2,충청북도 보은군 산외면,"('36.5519942964779', '127.732659692163')",36.5519942964779,127.732659692163
5728,전라북도,진안군,마령면,염소,16,전라북도 진안군 마령면,"('35.7344433351892', '127.370812189982')",35.7344433351892,127.370812189982
5729,경상남도,창원시 마산합포구,진북면,염소,12,경상남도 창원시 마산합포구 진북면,"('35.1154620567244', '128.46744816659')",35.1154620567244,128.46744816659
5730,경상남도,밀양시,산외면,닭,12,경상남도 밀양시 산외면,"('35.5026609166682', '128.814917817854')",35.5026609166682,128.814917817854
5731,경기도,가평군,청평면,닭,9,경기도 가평군 청평면,"('37.7404626327354', '127.424141651948')",37.7404626327354,127.424141651948
5732,경상남도,창원시 마산합포구,진북면,돼지,14,경상남도 창원시 마산합포구 진북면,"('35.1154620567244', '128.46744816659')",35.1154620567244,128.46744816659
5733,충청남도,아산시,신창면,돼지,19,충청남도 아산시 신창면,"('36.8037152715715', '126.936185535566')",36.8037152715715,126.936185535566
5734,경상북도,경주시,건천읍,오리,1,경상북도 경주시 건천읍,"('35.8500065489845', '129.102236789911')",35.8500065489845,129.102236789911
5735,충청북도,충주시,달천동,닭,3,충청북도 충주시 달천동,"('36.9601080580716', '127.903345363646')",36.9601080580716,127.903345363646
5736,강원도,철원군,김화읍,거위,1,강원도 철원군 김화읍,"('38.249805365387', '127.421185539773')",38.249805365387,127.421185539773
5737,충청남도,공주시,신풍면,사슴,4,충청남도 공주시 신풍면,"('36.5147051262697', '126.955478231409')",36.5147051262697,126.955478231409
5738,충청남도,당진시,순성면,칠면조,1,충청남도 당진시 순성면,"('36.8455689569144', '126.714613956944')",36.8455689569144,126.714613956944
5739,경상남도,진주시,금산면,염소,5,경상남도 진주시 금산면,"('35.214014258179', '128.147951810273')",35.214014258179,128.147951810273
5740,전라북도,남원시,광치동,돼지,1,전라북도 남원시 광치동,"('35.4512665070836', '127.377501080326')",35.4512665070836,127.377501080326
5741,전라남도,구례군,구례읍,꿩,1,전라남도 구례군 구례읍,"('35.209032060763', '127.46386528999')",35.209032060763,127.46386528999
5742,전라남도,보성군,웅치면,오리,2,전라남도 보성군 웅치면,"('34.7159649982758', '127.020213423157')",34.7159649982758,127.020213423157
5743,충청남도,공주시,상왕동,닭,3,충청남도 공주시 상왕동,"('36.4341704078881', '127.176542249995')",36.4341704078881,127.176542249995
5744,경상북도,구미시,옥계동,닭,2,경상북도 구미시 옥계동,"('36.140882020156', '128.419129591913')",36.140882020156,128.419129591913
5745,경기도,이천시,부발읍,돼지,9,경기도 이천시 부발읍,"('37.2836603609193', '127.486886526274')",37.2836603609193,127.486886526274
5746,전라남도,순천시,와룡동,닭,4,전라남도 순천시 와룡동,"('34.9663739959708', '127.447816396185')",34.9663739959708,127.447816396185
5747,경상북도,안동시,이천동,닭,4,경상북도 안동시 이천동,"('36.6006093172829', '128.715880494102')",36.6006093172829,128.715880494102
5748,전라북도,남원시,산내면,닭,13,전라북도 남원시 산내면,"('35.4192216748003', '127.623223361139')",35.4192216748003,127.623223361139
5749,전라남도,화순군,화순읍,오리,1,전라남도 화순군 화순읍,"('35.0599399781357', '126.984565050764')",35.0599399781357,126.984565050764
5750,충청남도,홍성군,홍동면,기러기,1,충청남도 홍성군 홍동면,"('36.5590928053431', '126.688111803263')",36.5590928053431,126.688111803263
5751,전라북도,진안군,진안읍,거위,4,전라북도 진안군 진안읍,"('35.7892727060328', '127.423192937564')",35.7892727060328,127.423192937564
5752,충청북도,충주시,중앙탑면,꿀벌,3,충청북도 충주시 중앙탑면,"('37.028931544342', '127.857035068528')",37.028931544342,127.857035068528
5753,경상남도,함양군,서하면,거위,2,경상남도 함양군 서하면,"('35.6476231873362', '127.695456623855')",35.6476231873362,127.695456623855
5754,충청남도,청양군,비봉면,토끼,1,충청남도 청양군 비봉면,"('36.5194138028579', '126.786479199339')",36.5194138028579,126.786479199339
5755,충청북도,영동군,매곡면,돼지,1,충청북도 영동군 매곡면,"('36.19087307586', '127.932125380455')",36.19087307586,127.932125380455
5756,경상남도,합천군,삼가면,거위,3,경상남도 합천군 삼가면,"('35.4144222028394', '128.121845940055')",35.4144222028394,128.121845940055
5757,충청남도,천안시 서북구,성환읍,관상조,1,충청남도 천안시 서북구 성환읍,"('36.9181758309372', '127.134382284168')",36.9181758309372,127.134382284168
5758,충청남도,서천군,장항읍,닭,9,충청남도 서천군 장항읍,"('36.0104236703419', '126.700292669542')",36.0104236703419,126.700292669542
5759,충청남도,아산시,신창면,사슴,4,충청남도 아산시 신창면,"('36.8037152715715', '126.936185535566')",36.8037152715715,126.936185535566
5760,대전광역시,유성구,구암동,관상조,1,대전광역시 유성구 구암동,"('36.3519385888595', '127.323679920393')",36.3519385888595,127.323679920393
5761,대구광역시,북구,노곡동,닭,2,대구광역시 북구 노곡동,"('35.9043791722133', '128.560540113489')",35.9043791722133,128.560540113489
5762,전라남도,진도군,임회면,닭,7,전라남도 진도군 임회면,"('34.4060929023718', '126.189976116236')",34.4060929023718,126.189976116236
5763,경기도,연천군,청산면,염소,1,경기도 연천군 청산면,"('37.9817637060979', '127.06768030665')",37.9817637060979,127.06768030665
5764,경상북도,포항시 북구,기계면,꿩,2,경상북도 포항시 북구 기계면,"('36.072410537239', '129.210191986094')",36.072410537239,129.210191986094
5765,전라북도,고창군,고수면,오리,5,전라북도 고창군 고수면,"('35.4099180207853', '126.678624196637')",35.4099180207853,126.678624196637
5766,경상남도,진주시,금산면,오리,1,경상남도 진주시 금산면,"('35.214014258179', '128.147951810273')",35.214014258179,128.147951810273
5767,경상북도,청도군,매전면,닭,24,경상북도 청도군 매전면,"('35.6670875537983', '128.855622332292')",35.6670875537983,128.855622332292
5768,경상북도,예천군,호명면,오리,3,경상북도 예천군 호명면,"('36.5943293376644', '128.468377412546')",36.5943293376644,128.468377412546
5769,충청남도,서천군,종천면,거위,1,충청남도 서천군 종천면,"('36.0974707739791', '126.670064523799')",36.0974707739791,126.670064523799
5770,충청북도,청주시 서원구,현도면,닭,14,충청북도 청주시 서원구 현도면,"('36.4865462583339', '127.424177444023')",36.4865462583339,127.424177444023
5771,충청남도,천안시 동남구,삼룡동,염소,1,충청남도 천안시 동남구 삼룡동,"('36.7816027334443', '127.179397127117')",36.7816027334443,127.179397127117
5772,충청남도,당진시,송산면,염소,7,충청남도 당진시 송산면,"('36.9324623930914', '126.678901672583')",36.9324623930914,126.678901672583
5773,경상남도,진주시,내동면,말,1,경상남도 진주시 내동면,"('35.1601785315486', '128.067889082008')",35.1601785315486,128.067889082008
5774,제주특별자치도,서귀포시,하효동,꿀벌,2,제주특별자치도 서귀포시 하효동,"('33.2566103527058', '126.618338420041')",33.2566103527058,126.618338420041
5775,전라북도,임실군,덕치면,돼지,4,전라북도 임실군 덕치면,"('35.5101268557147', '127.157199163923')",35.5101268557147,127.157199163923
5776,충청남도,당진시,시곡동,염소,1,충청남도 당진시 시곡동,"('36.898793742059', '126.673509289214')",36.898793742059,126.673509289214
5777,인천광역시,중구,덕교동,기러기,1,인천광역시 중구 덕교동,"('37.4368990249211', '126.422771894891')",37.4368990249211,126.422771894891
5778,충청북도,청주시 상당구,산성동,닭,5,충청북도 청주시 상당구 산성동,"('36.6619053164324', '127.544513295227')",36.6619053164324,127.544513295227
5779,경기도,연천군,군남면,돼지,5,경기도 연천군 군남면,"('38.0851969328493', '127.019081108902')",38.0851969328493,127.019081108902
5780,경상남도,사천시,이홀동,닭,1,경상남도 사천시 이홀동,"('34.9606499373214', '128.123977225356')",34.9606499373214,128.123977225356
5781,충청남도,부여군,장암면,거위,1,충청남도 부여군 장암면,"('36.2439353059184', '126.886455185619')",36.2439353059184,126.886455185619
5782,부산광역시,강서구,명지동,닭,4,부산광역시 강서구 명지동,"('35.1001433369424', '128.906987437126')",35.1001433369424,128.906987437126
5783,경상남도,창원시 마산합포구,현동,닭,2,경상남도 창원시 마산합포구 현동,"('35.1498879001077', '128.553792117888')",35.1498879001077,128.553792117888
5784,경기도,안성시,일죽면,꿩,1,경기도 안성시 일죽면,"('37.0904665247423', '127.476874615174')",37.0904665247423,127.476874615174
5785,전라북도,익산시,왕궁면,말,2,전라북도 익산시 왕궁면,"('35.9663638777074', '127.087860607377')",35.9663638777074,127.087860607377
5786,경상북도,영덕군,강구면,돼지,3,경상북도 영덕군 강구면,"('36.361807939165', '129.378593083086')",36.361807939165,129.378593083086
5787,전라남도,강진군,군동면,돼지,1,전라남도 강진군 군동면,"('34.6448765115647', '126.814988663319')",34.6448765115647,126.814988663319
5788,강원도,태백시,화전동,닭,6,강원도 태백시 화전동,"('37.2015791235344', '128.942033403065')",37.2015791235344,128.942033403065
5789,충청남도,보령시,남포면,돼지,1,충청남도 보령시 남포면,"('36.304610764187', '126.605067640803')",36.304610764187,126.605067640803
5790,전라북도,진안군,용담면,오리,2,전라북도 진안군 용담면,"('35.9666135181337', '127.520121134602')",35.9666135181337,127.520121134602
5791,경기도,김포시,하성면,거위,2,경기도 김포시 하성면,"('37.7201465113612', '126.631238316931')",37.7201465113612,126.631238316931
5792,강원도,원주시,반곡동,관상조,1,강원도 원주시 반곡동,"('37.3239460007249', '127.989599783916')",37.3239460007249,127.989599783916
5793,강원도,횡성군,강림면,사슴,1,강원도 횡성군 강림면,"('37.3602310480308', '128.125412513164')",37.3602310480308,128.125412513164
5794,전라북도,정읍시,옹동면,돼지,11,전라북도 정읍시 옹동면,"('35.6435032160298', '126.974507478752')",35.6435032160298,126.974507478752
5795,전라북도,완주군,경천면,닭,13,전라북도 완주군 경천면,"('36.0225508857772', '127.252612375005')",36.0225508857772,127.252612375005
5796,전라남도,구례군,마산면,거위,1,전라남도 구례군 마산면,"('35.2231587154663', '127.487508752744')",35.2231587154663,127.487508752744
5797,전라남도,신안군,지도읍,돼지,7,전라남도 신안군 지도읍,"('35.0612854130216', '126.207463639848')",35.0612854130216,126.207463639848
5798,경상남도,진주시,주약동,닭,1,경상남도 진주시 주약동,"('35.1690048707739', '128.084038630075')",35.1690048707739,128.084038630075
5799,경상남도,진주시,주약동,칠면조,1,경상남도 진주시 주약동,"('35.1690048707739', '128.084038630075')",35.1690048707739,128.084038630075
5800,경기도,군포시,대야미동,닭,1,경기도 군포시 대야미동,"('37.3291267066199', '126.918408202119')",37.3291267066199,126.918408202119
5801,부산광역시,해운대구,우동,염소,1,부산광역시 해운대구 우동,"('35.1727271517264', '129.148399576019')",35.1727271517264,129.148399576019
5802,경기도,안성시,양성면,닭,14,경기도 안성시 양성면,"('37.0598978252953', '127.194477629958')",37.0598978252953,127.194477629958
5803,충청남도,홍성군,구항면,염소,20,충청남도 홍성군 구항면,"('36.5878102156092', '126.610817008219')",36.5878102156092,126.610817008219
5804,전라남도,고흥군,과역면,돼지,1,전라남도 고흥군 과역면,"('34.6812713155103', '127.359869695306')",34.6812713155103,127.359869695306
5805,제주특별자치도,서귀포시,토평동,말,5,제주특별자치도 서귀포시 토평동,"('33.2820201719857', '126.585156345365')",33.2820201719857,126.585156345365
5806,경기도,동두천시,상봉암동,염소,1,경기도 동두천시 상봉암동,"('37.9480288895437', '127.061510165708')",37.9480288895437,127.061510165708
5807,충청북도,음성군,삼성면,사슴,4,충청북도 음성군 삼성면,"('37.0183861898229', '127.495041369601')",37.0183861898229,127.495041369601
5808,충청북도,옥천군,동이면,오리,1,충청북도 옥천군 동이면,"('36.283878279197', '127.620347488376')",36.283878279197,127.620347488376
5809,충청북도,청주시 상당구,미원면,닭,15,충청북도 청주시 상당구 미원면,"('36.6361416709535', '127.658483553921')",36.6361416709535,127.658483553921
5810,충청남도,천안시 동남구,풍세면,염소,5,충청남도 천안시 동남구 풍세면,"('36.7222012528495', '127.118735814078')",36.7222012528495,127.118735814078
5811,경상북도,예천군,은풍면,기러기,1,경상북도 예천군 은풍면,"('36.7450918568792', '128.443098011034')",36.7450918568792,128.443098011034
5812,경상북도,예천군,은풍면,칠면조,1,경상북도 예천군 은풍면,"('36.7450918568792', '128.443098011034')",36.7450918568792,128.443098011034
5813,경기도,성남시 수정구,복정동,닭,1,경기도 성남시 수정구 복정동,"('37.4658074787093', '127.127149746638')",37.4658074787093,127.127149746638
5814,경상남도,통영시,광도면,사슴,2,경상남도 통영시 광도면,"('34.8998167335747', '128.406898172064')",34.8998167335747,128.406898172064
5815,경기도,평택시,현덕면,닭,4,경기도 평택시 현덕면,"('36.9673389996314', '126.921562935075')",36.9673389996314,126.921562935075
5816,전라북도,임실군,성수면,거위,2,전라북도 임실군 성수면,"('35.6298865194604', '127.333125544753')",35.6298865194604,127.333125544753
5817,충청남도,아산시,염치읍,기러기,1,충청남도 아산시 염치읍,"('36.8168213959703', '126.976410130662')",36.8168213959703,126.976410130662
5818,제주특별자치도,제주시,연동,닭,1,제주특별자치도 제주시 연동,"('33.4881587278291', '126.496886364512')",33.4881587278291,126.496886364512
5819,강원도,평창군,미탄면,돼지,3,강원도 평창군 미탄면,"('37.3420792035649', '128.495781431646')",37.3420792035649,128.495781431646
5820,전라남도,강진군,옴천면,닭,6,전라남도 강진군 옴천면,"('34.7450569277253', '126.794387870694')",34.7450569277253,126.794387870694
5821,전라북도,김제시,백학동,염소,1,전라북도 김제시 백학동,"('35.8001540230326', '126.932718689822')",35.8001540230326,126.932718689822
5822,충청북도,청주시 상당구,미원면,관상조,1,충청북도 청주시 상당구 미원면,"('36.6361416709535', '127.658483553921')",36.6361416709535,127.658483553921
5823,경상남도,창원시 진해구,소사동,닭,2,경상남도 창원시 진해구 소사동,"('35.1418109452927', '128.758550916788')",35.1418109452927,128.758550916788
5824,충청남도,서산시,성연면,염소,6,충청남도 서산시 성연면,"('36.8390956293777', '126.461004462777')",36.8390956293777,126.461004462777
5825,충청북도,영동군,용산면,칠면조,1,충청북도 영동군 용산면,"('36.2596956449873', '127.8294823253')",36.2596956449873,127.8294823253
5826,강원도,삼척시,도계읍,거위,2,강원도 삼척시 도계읍,"('37.2364370242581', '129.045174522503')",37.2364370242581,129.045174522503
5827,경기도,가평군,북면,꿀벌,2,경기도 가평군 북면,"('37.8881266033117', '127.549275493771')",37.8881266033117,127.549275493771
5828,충청북도,충주시,지현동,꿀벌,2,충청북도 충주시 지현동,"('36.9682108608662', '127.932188386436')",36.9682108608662,127.932188386436
5829,충청남도,공주시,탄천면,염소,20,충청남도 공주시 탄천면,"('36.3300418655733', '127.030160435083')",36.3300418655733,127.030160435083
5830,경상남도,고성군,하이면,사슴,4,경상남도 고성군 하이면,"('34.9286886972349', '128.12281004311')",34.9286886972349,128.12281004311
5831,전라남도,장흥군,장흥읍,오리,1,전라남도 장흥군 장흥읍,"('34.679766107842', '126.902656420414')",34.679766107842,126.902656420414
5832,전라남도,함평군,월야면,돼지,4,전라남도 함평군 월야면,"('35.1801007842814', '126.632254157841')",35.1801007842814,126.632254157841
5833,경상북도,영주시,이산면,염소,13,경상북도 영주시 이산면,"('36.8218063164881', '128.656232689777')",36.8218063164881,128.656232689777
5834,경상북도,구미시,해평면,염소,11,경상북도 구미시 해평면,"('36.1998395640879', '128.39129514516')",36.1998395640879,128.39129514516
5835,전라북도,김제시,황산면,사슴,2,전라북도 김제시 황산면,"('35.7945496933633', '126.942630824358')",35.7945496933633,126.942630824358
5836,충청남도,아산시,선장면,염소,8,충청남도 아산시 선장면,"('36.7912629902321', '126.861272980233')",36.7912629902321,126.861272980233
5837,전라북도,익산시,함열읍,기러기,3,전라북도 익산시 함열읍,"('36.078172691401', '126.966214678818')",36.078172691401,126.966214678818
5838,경상북도,포항시 남구,호미곶면,사슴,2,경상북도 포항시 남구 호미곶면,"('36.0808389212324', '129.555558796119')",36.0808389212324,129.555558796119
5839,광주광역시,광산구,하산동,오리,1,광주광역시 광산구 하산동,"('35.095714747473', '126.763518673208')",35.095714747473,126.763518673208
