ROW_NUM,CTPRVN_NM,SIGUNGU_NM,EMD_NM,LVSTCK_NM,FARM_CO,FARM_LOCPLC
408,전라남도,순천시,승주읍,칠면조,1,전라남도 순천시 승주읍
409,강원도,동해시,구미동,오리,1,강원도 동해시 구미동
410,전라남도,나주시,반남면,오리,9,전라남도 나주시 반남면
411,충청남도,천안시 서북구,성환읍,사슴,1,충청남도 천안시 서북구 성환읍
412,전라북도,군산시,성산면,염소,2,전라북도 군산시 성산면
413,강원도,홍천군,화촌면,오리,4,강원도 홍천군 화촌면
414,충청남도,아산시,염치읍,관상조,1,충청남도 아산시 염치읍
415,경상북도,문경시,흥덕동,닭,7,경상북도 문경시 흥덕동
416,경상북도,봉화군,봉화읍,돼지,17,경상북도 봉화군 봉화읍
417,전라북도,김제시,금구면,돼지,6,전라북도 김제시 금구면
418,경상남도,창원시 진해구,마천동,닭,1,경상남도 창원시 진해구 마천동
419,강원도,태백시,황지동,닭,7,강원도 태백시 황지동
420,전라남도,구례군,마산면,기러기,1,전라남도 구례군 마산면
421,전라북도,장수군,천천면,칠면조,2,전라북도 장수군 천천면
422,경기도,안산시 단원구,대부북동,꿩,3,경기도 안산시 단원구 대부북동
423,전라북도,완주군,구이면,돼지,4,전라북도 완주군 구이면
424,경상남도,거창군,남상면,꿀벌,2,경상남도 거창군 남상면
425,경상남도,사천시,신벽동,닭,2,경상남도 사천시 신벽동
426,제주특별자치도,서귀포시,보목동,꿀벌,2,제주특별자치도 서귀포시 보목동
427,전라남도,영광군,백수읍,염소,3,전라남도 영광군 백수읍
428,충청북도,충주시,풍동,닭,5,충청북도 충주시 풍동
429,전라남도,곡성군,석곡면,돼지,3,전라남도 곡성군 석곡면
430,강원도,동해시,쇄운동,닭,8,강원도 동해시 쇄운동
431,광주광역시,북구,생용동,닭,1,광주광역시 북구 생용동
432,전라북도,김제시,공덕면,칠면조,1,전라북도 김제시 공덕면
433,충청북도,충주시,주덕읍,사슴,2,충청북도 충주시 주덕읍
434,광주광역시,광산구,등임동,닭,1,광주광역시 광산구 등임동
435,경상북도,청도군,풍각면,돼지,4,경상북도 청도군 풍각면
436,경상남도,함안군,법수면,돼지,4,경상남도 함안군 법수면
437,경상남도,밀양시,내일동,꿀벌,2,경상남도 밀양시 내일동
438,제주특별자치도,서귀포시,서홍동,돼지,1,제주특별자치도 서귀포시 서홍동
439,경기도,하남시,미사동,닭,1,경기도 하남시 미사동
440,충청남도,공주시,석장리동,염소,2,충청남도 공주시 석장리동
441,전라북도,순창군,구림면,토끼,1,전라북도 순창군 구림면
442,울산광역시,울주군,두서면,타조,2,울산광역시 울주군 두서면
443,충청북도,괴산군,연풍면,산양,1,충청북도 괴산군 연풍면
444,충청북도,제천시,명지동,닭,5,충청북도 제천시 명지동
445,울산광역시,울주군,범서읍,꿀벌,4,울산광역시 울주군 범서읍
446,대전광역시,유성구,장대동,관상조,1,대전광역시 유성구 장대동
447,제주특별자치도,서귀포시,성산읍,닭,9,제주특별자치도 서귀포시 성산읍
448,충청남도,논산시,상월면,칠면조,1,충청남도 논산시 상월면
449,전라남도,광양시,광양읍,기러기,1,전라남도 광양시 광양읍
450,경기도,여주시,점동면,거위,1,경기도 여주시 점동면
451,경기도,포천시,화현면,닭,3,경기도 포천시 화현면
452,충청남도,예산군,덕산면,산양,1,충청남도 예산군 덕산면
453,충청남도,서천군,마산면,사슴,2,충청남도 서천군 마산면
454,제주특별자치도,서귀포시,남원읍,오리,1,제주특별자치도 서귀포시 남원읍
455,전라북도,군산시,회현면,꿩,1,전라북도 군산시 회현면
456,경상북도,영천시,청통면,관상조,1,경상북도 영천시 청통면
457,전라북도,순창군,유등면,칠면조,1,전라북도 순창군 유등면
458,충청남도,태안군,소원면,염소,5,충청남도 태안군 소원면
459,광주광역시,광산구,소촌동,닭,1,광주광역시 광산구 소촌동
460,충청남도,금산군,진산면,사슴,2,충청남도 금산군 진산면
461,충청남도,예산군,덕산면,오리,3,충청남도 예산군 덕산면
462,경상남도,양산시,동면,사슴,2,경상남도 양산시 동면
463,경상북도,예천군,유천면,오리,1,경상북도 예천군 유천면
464,경상북도,봉화군,석포면,거위,1,경상북도 봉화군 석포면
465,강원도,평창군,대화면,기러기,1,강원도 평창군 대화면
466,경기도,광주시,남한산성면,관상조,1,경기도 광주시 남한산성면
467,강원도,춘천시,동내면,염소,4,강원도 춘천시 동내면
468,경상북도,경주시,서면,거위,2,경상북도 경주시 서면
469,경상북도,포항시 남구,장기면,염소,3,경상북도 포항시 남구 장기면
470,강원도,영월군,김삿갓면,염소,5,강원도 영월군 김삿갓면
471,충청북도,증평군,도안면,염소,13,충청북도 증평군 도안면
472,경상남도,의령군,화정면,산양,1,경상남도 의령군 화정면
473,광주광역시,남구,원산동,닭,2,광주광역시 남구 원산동
474,제주특별자치도,서귀포시,안덕면,사슴,1,제주특별자치도 서귀포시 안덕면
475,경상북도,경주시,산내면,산양,2,경상북도 경주시 산내면
476,경상남도,양산시,하북면,칠면조,1,경상남도 양산시 하북면
477,충청남도,예산군,대술면,사슴,3,충청남도 예산군 대술면
478,강원도,정선군,화암면,칠면조,1,강원도 정선군 화암면
479,경기도,시흥시,미산동,닭,4,경기도 시흥시 미산동
480,경기도,시흥시,미산동,거위,1,경기도 시흥시 미산동
481,경상남도,합천군,초계면,사슴,1,경상남도 합천군 초계면
482,경상남도,양산시,하북면,기러기,1,경상남도 양산시 하북면
483,경기도,포천시,신읍동,닭,3,경기도 포천시 신읍동
484,대전광역시,서구,원정동,닭,9,대전광역시 서구 원정동
485,충청북도,괴산군,연풍면,염소,7,충청북도 괴산군 연풍면
486,경상북도,군위군,부계면,토끼,1,경상북도 군위군 부계면
487,전라남도,영광군,법성면,닭,15,전라남도 영광군 법성면
488,강원도,원주시,가현동,닭,4,강원도 원주시 가현동
489,부산광역시,강서구,강동동,오리,3,부산광역시 강서구 강동동
490,전라남도,구례군,산동면,돼지,3,전라남도 구례군 산동면
491,전라북도,진안군,정천면,꿀벌,1,전라북도 진안군 정천면
492,전라북도,진안군,정천면,오리,1,전라북도 진안군 정천면
493,경상북도,안동시,녹전면,오리,3,경상북도 안동시 녹전면
494,경상남도,진주시,하촌동,닭,3,경상남도 진주시 하촌동
495,경상북도,문경시,가은읍,염소,6,경상북도 문경시 가은읍
496,충청남도,부여군,홍산면,거위,1,충청남도 부여군 홍산면
497,충청남도,논산시,양촌면,돼지,3,충청남도 논산시 양촌면
498,충청남도,청양군,비봉면,사슴,2,충청남도 청양군 비봉면
499,경기도,의왕시,오전동,염소,1,경기도 의왕시 오전동
500,경상남도,김해시,이동,닭,1,경상남도 김해시 이동
501,경상북도,구미시,금전동,닭,1,경상북도 구미시 금전동
502,전라남도,화순군,화순읍,사슴,1,전라남도 화순군 화순읍
503,경상북도,예천군,호명면,꿩,1,경상북도 예천군 호명면
504,경상남도,거창군,웅양면,돼지,2,경상남도 거창군 웅양면
505,경상남도,창원시 성산구,토월동,닭,1,경상남도 창원시 성산구 토월동
506,경상북도,청송군,진보면,염소,2,경상북도 청송군 진보면
507,전라북도,순창군,풍산면,오리,2,전라북도 순창군 풍산면
508,전라북도,완주군,운주면,사슴,2,전라북도 완주군 운주면
509,전라북도,순창군,동계면,오리,3,전라북도 순창군 동계면
510,전라북도,순창군,적성면,돼지,2,전라북도 순창군 적성면
511,경상남도,함양군,휴천면,염소,5,경상남도 함양군 휴천면
512,전라남도,화순군,춘양면,돼지,4,전라남도 화순군 춘양면
513,충청북도,충주시,수안보면,타조,1,충청북도 충주시 수안보면
514,대구광역시,달성군,현풍면,염소,1,대구광역시 달성군 현풍면
515,경상남도,고성군,구만면,거위,2,경상남도 고성군 구만면
516,경기도,포천시,신북면,사슴,3,경기도 포천시 신북면
517,전라남도,여수시,돌산읍,면양,1,전라남도 여수시 돌산읍
518,전라남도,여수시,화양면,돼지,4,전라남도 여수시 화양면
519,전라북도,고창군,대산면,돼지,2,전라북도 고창군 대산면
520,충청남도,홍성군,장곡면,기러기,2,충청남도 홍성군 장곡면
521,경기도,화성시,마도면,개,2,경기도 화성시 마도면
522,경상남도,거창군,주상면,칠면조,2,경상남도 거창군 주상면
523,제주특별자치도,서귀포시,하원동,돼지,1,제주특별자치도 서귀포시 하원동
524,대구광역시,북구,태전동,닭,1,대구광역시 북구 태전동
525,강원도,삼척시,신기면,꿀벌,1,강원도 삼척시 신기면
526,강원도,강릉시,대전동,닭,2,강원도 강릉시 대전동
527,전라북도,익산시,춘포면,염소,4,전라북도 익산시 춘포면
528,경상남도,양산시,평산동,사슴,2,경상남도 양산시 평산동
529,전라남도,장흥군,장흥읍,꿀벌,1,전라남도 장흥군 장흥읍
530,경상남도,합천군,용주면,염소,12,경상남도 합천군 용주면
531,부산광역시,기장군,일광면,기러기,2,부산광역시 기장군 일광면
532,경상남도,진주시,초전동,닭,3,경상남도 진주시 초전동
533,인천광역시,강화군,송해면,꿩,1,인천광역시 강화군 송해면
534,경상남도,양산시,다방동,염소,2,경상남도 양산시 다방동
535,인천광역시,강화군,송해면,칠면조,1,인천광역시 강화군 송해면
536,강원도,원주시,부론면,돼지,5,강원도 원주시 부론면
537,경상북도,문경시,농암면,돼지,2,경상북도 문경시 농암면
538,전라북도,완주군,고산면,꿩,1,전라북도 완주군 고산면
539,대전광역시,유성구,용계동,거위,2,대전광역시 유성구 용계동
540,대전광역시,유성구,용계동,꿩,1,대전광역시 유성구 용계동
541,경기도,양평군,단월면,토끼,1,경기도 양평군 단월면
542,경상남도,하동군,양보면,기러기,1,경상남도 하동군 양보면
543,경기도,평택시,용이동,관상조,1,경기도 평택시 용이동
544,전라북도,김제시,명덕동,닭,1,전라북도 김제시 명덕동
545,전라남도,장흥군,회진면,염소,4,전라남도 장흥군 회진면
546,전라북도,완주군,용진면,닭,2,전라북도 완주군 용진면
547,경기도,화성시,매송면,사슴,2,경기도 화성시 매송면
548,충청북도,충주시,달천동,염소,1,충청북도 충주시 달천동
549,경기도,양주시,은현면,사슴,1,경기도 양주시 은현면
550,경상북도,봉화군,석포면,염소,2,경상북도 봉화군 석포면
551,경상남도,진주시,수곡면,염소,6,경상남도 진주시 수곡면
552,충청남도,천안시 서북구,성환읍,말,2,충청남도 천안시 서북구 성환읍
553,충청남도,예산군,대흥면,염소,4,충청남도 예산군 대흥면
554,경상남도,김해시,관동동,닭,4,경상남도 김해시 관동동
555,전라남도,고흥군,고흥읍,염소,5,전라남도 고흥군 고흥읍
556,경상남도,거창군,가조면,기러기,2,경상남도 거창군 가조면
557,충청북도,진천군,초평면,거위,1,충청북도 진천군 초평면
558,충청남도,공주시,이인면,사슴,7,충청남도 공주시 이인면
559,전라북도,정읍시,망제동,염소,3,전라북도 정읍시 망제동
560,대구광역시,수성구,욱수동,염소,1,대구광역시 수성구 욱수동
561,충청남도,예산군,대술면,말,2,충청남도 예산군 대술면
562,경상남도,거창군,남상면,오리,2,경상남도 거창군 남상면
563,광주광역시,북구,오룡동,염소,1,광주광역시 북구 오룡동
564,충청남도,서산시,운산면,당나귀,1,충청남도 서산시 운산면
565,전라북도,정읍시,상동,닭,1,전라북도 정읍시 상동
566,경상북도,포항시 북구,기북면,칠면조,1,경상북도 포항시 북구 기북면
567,전라남도,완도군,신지면,칠면조,3,전라남도 완도군 신지면
568,충청북도,제천시,봉양읍,거위,2,충청북도 제천시 봉양읍
569,강원도,평창군,용평면,돼지,1,강원도 평창군 용평면
570,경상남도,진주시,장재동,돼지,1,경상남도 진주시 장재동
