ROW_NUM,FARM_DISEASE_NM,CTPRVN_NM,SIGUNGU_NM,EMD_NM,LVSTCK_NM,FARM_CO
1,구제역,경상남도,산청군,단성면,돼지,1633264
2,고병원성조류인플루엔자,경상남도,거창군,주상면,닭,12286077
3,고병원성조류인플루엔자,경상남도,남해군,창선면,닭,9519
4,고병원성조류인플루엔자,충청남도,서산시,팔봉면,닭,2805441
5,고병원성조류인플루엔자,충청남도,서산시,팔봉면,거위,249
6,고병원성조류인플루엔자,경상남도,거제시,거제면,닭,69094
7,고병원성조류인플루엔자,충청남도,공주시,이인면,닭,1624370
8,고병원성조류인플루엔자,경상북도,칠곡군,지천면,닭,19283802
9,고병원성조류인플루엔자,경상북도,포항시 북구,기북면,닭,5303
10,구제역,경상북도,칠곡군,동명면,염소,2992
11,고병원성조류인플루엔자,경상남도,양산시,주진동,닭,15149
12,고병원성조류인플루엔자,경상남도,합천군,초계면,닭,6039503
13,고병원성조류인플루엔자,경상남도,합천군,용주면,닭,12276545
14,,충청북도,단양군,단성면,꿀벌,2939
15,고병원성조류인플루엔자,경상남도,진주시,미천면,닭,27622
16,고병원성조류인플루엔자,충청북도,제천시,금성면,닭,2209700
17,고병원성조류인플루엔자,경상북도,의성군,봉양면,닭,10756356
18,,충청남도,부여군,임천면,토끼,21
19,고병원성조류인플루엔자,경상남도,진주시,대곡면,닭,32913
20,고병원성조류인플루엔자,경상북도,군위군,군위읍,닭,2113389
21,고병원성조류인플루엔자,충청남도,홍성군,홍성읍,칠면조,154
22,고병원성조류인플루엔자,경상남도,산청군,금서면,닭,23140
23,고병원성조류인플루엔자,전라북도,군산시,개정면,닭,42221
24,고병원성조류인플루엔자,경기도,안산시 단원구,대부북동,꿩,30055
25,고병원성조류인플루엔자,경상남도,양산시,주진동,거위,4
26,고병원성조류인플루엔자,강원도,영월군,남면,닭,274575
27,,전라남도,무안군,현경면,토끼,502
28,고병원성조류인플루엔자,대전광역시,유성구,학하동,닭,78506
29,고병원성조류인플루엔자,충청북도,제천시,봉양읍,닭,1897813
30,고병원성조류인플루엔자,경기도,가평군,조종면,닭,36285
31,고병원성조류인플루엔자,경상남도,거창군,거창읍,닭,12546631
32,고병원성조류인플루엔자,경상남도,거제시,일운면,닭,28238
33,고병원성조류인플루엔자,전라북도,고창군,무장면,닭,14963044
34,고병원성조류인플루엔자,전라남도,무안군,몽탄면,닭,1567280
35,고병원성조류인플루엔자,전라남도,신안군,안좌면,닭,25493
36,고병원성조류인플루엔자,경상북도,경산시,하양읍,닭,15789
37,고병원성조류인플루엔자,강원도,삼척시,조비동,닭,792
38,고병원성조류인플루엔자,경기도,포천시,일동면,닭,21307000
39,구제역,강원도,횡성군,우천면,돼지,329918
40,고병원성조류인플루엔자,경상북도,상주시,낙동면,닭,15816976
41,구제역,전라남도,나주시,다시면,염소,351
42,고병원성조류인플루엔자,경상남도,함안군,대산면,닭,1850730
43,고병원성조류인플루엔자,전라남도,고흥군,동강면,닭,253007
44,고병원성조류인플루엔자,전라남도,보성군,보성읍,닭,5454335
45,고병원성조류인플루엔자,경상남도,산청군,신안면,닭,14151521
46,고병원성조류인플루엔자,충청북도,영동군,영동읍,닭,343504
47,고병원성조류인플루엔자,충청북도,영동군,영동읍,오리,88858
48,고병원성조류인플루엔자,충청남도,홍성군,서부면,닭,8157338
49,고병원성조류인플루엔자,경상북도,봉화군,봉화읍,닭,66621292
50,고병원성조류인플루엔자,경상남도,창원시 의창구,북면,닭,122729
51,구제역,강원도,철원군,김화읍,돼지,758462
52,구제역,충청북도,괴산군,청안면,염소,8292
53,고병원성조류인플루엔자,경기도,김포시,하성면,닭,3001876
54,구제역,경상북도,김천시,백옥동,소,1315
55,구제역,경상남도,통영시,광도면,염소,3465
56,고병원성조류인플루엔자,경상북도,상주시,화서면,닭,2251879
57,구제역,전라북도,임실군,삼계면,염소,1530
58,고병원성조류인플루엔자,경상남도,사천시,곤양면,닭,19272
59,고병원성조류인플루엔자,경상북도,문경시,마성면,닭,3942716
60,,경상북도,경주시,양남면,꿀벌,3365
61,,충청남도,아산시,도고면,토끼,124
62,구제역,전라남도,해남군,화원면,염소,9650
63,고병원성조류인플루엔자,강원도,횡성군,청일면,닭,9940
64,구제역,전라남도,무안군,무안읍,염소,18875
65,고병원성조류인플루엔자,경상북도,포항시 북구,흥해읍,닭,3878673
66,,경기도,화성시,남양읍,토끼,34
67,구제역,강원도,횡성군,우천면,소,8597
68,고병원성조류인플루엔자,전라남도,순천시,외서면,닭,35698
69,고병원성조류인플루엔자,충청북도,충주시,산척면,닭,1971074
70,고병원성조류인플루엔자,경상북도,구미시,옥성면,닭,2819257
71,고병원성조류인플루엔자,전라북도,무주군,적상면,닭,1489083
72,고병원성조류인플루엔자,전라북도,정읍시,구룡동,닭,2894457
73,고병원성조류인플루엔자,경상남도,양산시,하북면,칠면조,154
74,고병원성조류인플루엔자,충청남도,아산시,신창면,오리,149
75,,전라남도,함평군,월야면,토끼,30
76,,경상북도,칠곡군,지천면,말,157
77,고병원성조류인플루엔자,전라남도,해남군,산이면,닭,2075714
78,구제역,강원도,원주시,소초면,사슴,121
79,구제역,경기도,평택시,신대동,염소,75
80,고병원성조류인플루엔자,강원도,홍천군,남면,오리,2783
81,구제역,충청북도,보은군,보은읍,돼지,492525
82,고병원성조류인플루엔자,강원도,양양군,양양읍,닭,11302
83,고병원성조류인플루엔자,전라북도,완주군,고산면,닭,3330357
84,구제역,강원도,영월군,북면,염소,3278
85,구제역,충청남도,부여군,규암면,염소,7776
86,구제역,충청남도,당진시,합덕읍,돼지,3321359
87,구제역,경상남도,거제시,장목면,염소,266
88,구제역,경기도,안성시,보개면,염소,7002
89,고병원성조류인플루엔자,경상북도,상주시,인평동,닭,1431
90,고병원성조류인플루엔자,충청남도,서산시,운산면,닭,3475889
91,고병원성조류인플루엔자,전라북도,임실군,삼계면,닭,4814164
92,구제역,전라북도,부안군,부안읍,소,3217
93,고병원성조류인플루엔자,인천광역시,옹진군,백령면,닭,75782
94,고병원성조류인플루엔자,인천광역시,옹진군,백령면,칠면조,296
95,구제역,경상남도,진주시,사봉면,염소,10162
96,고병원성조류인플루엔자,충청북도,충주시,수안보면,닭,1641360
97,고병원성조류인플루엔자,경상남도,양산시,상북면,닭,17684901
98,고병원성조류인플루엔자,경상남도,진주시,장재동,오리,1
99,,충청남도,천안시 서북구,직산읍,토끼,16
100,고병원성조류인플루엔자,경기도,파주시,법원읍,닭,1323007
101,구제역,경상북도,포항시 북구,흥해읍,소,3806
102,고병원성조류인플루엔자,경상남도,사천시,사천읍,거위,216
103,구제역,충청남도,부여군,은산면,염소,15664
104,고병원성조류인플루엔자,전라남도,무안군,무안읍,닭,1549137
105,,경상남도,양산시,매곡동,꿀벌,15
106,구제역,경상남도,진주시,대평면,염소,2591
107,고병원성조류인플루엔자,충청남도,홍성군,금마면,칠면조,55
108,고병원성조류인플루엔자,경상남도,밀양시,산내면,닭,25218
109,구제역,경상북도,문경시,산양면,염소,7542
110,고병원성조류인플루엔자,충청남도,부여군,부여읍,오리,82801
111,구제역,충청남도,공주시,신풍면,염소,3585
112,,충청남도,공주시,신풍면,토끼,70
113,고병원성조류인플루엔자,전라북도,남원시,주천면,닭,10904851
114,고병원성조류인플루엔자,전라북도,완주군,동상면,닭,1161972
115,구제역,충청남도,논산시,연산면,염소,1362
116,구제역,경기도,안산시 상록구,장하동,염소,6209
117,고병원성조류인플루엔자,경상남도,사천시,축동면,거위,278
118,고병원성조류인플루엔자,경상북도,칠곡군,동명면,칠면조,13
119,,,,,꿀벌,5511294
120,고병원성조류인플루엔자,대구광역시,달성군,구지면,닭,13245
121,고병원성조류인플루엔자,경상남도,진주시,정촌면,거위,109
122,고병원성조류인플루엔자,충청남도,홍성군,금마면,오리,628
123,구제역,전라남도,곡성군,겸면,소,2917
124,구제역,전라남도,영암군,학산면,소,4391
125,구제역,전라북도,정읍시,입암면,소,4123
126,구제역,충청남도,홍성군,금마면,염소,8544
127,구제역,충청북도,청주시 상당구,가덕면,소,3824
128,고병원성조류인플루엔자,울산광역시,울주군,온양읍,거위,460
129,구제역,전라남도,해남군,현산면,소,8822
130,구제역,경상남도,사천시,곤양면,소,6790
131,구제역,전라남도,순천시,황전면,소,5840
132,고병원성조류인플루엔자,인천광역시,남동구,구월동,닭,5750
133,고병원성조류인플루엔자,전라북도,정읍시,고부면,닭,22496382
134,구제역,충청북도,청주시 서원구,남이면,소,2197
135,구제역,경상북도,경주시,안강읍,염소,1105
136,구제역,전라북도,익산시,낭산면,염소,19252
137,구제역,경상북도,구미시,고아읍,소,7351
138,구제역,전라남도,보성군,득량면,염소,13353
139,구제역,인천광역시,강화군,길상면,소,3685
140,구제역,충청북도,음성군,대소면,소,1299
141,구제역,전라남도,완도군,약산면,염소,87836
142,구제역,경상남도,남해군,서면,염소,4353
143,고병원성조류인플루엔자,충청북도,진천군,광혜원면,닭,119480
144,구제역,충청북도,청주시 상당구,미원면,사슴,68
145,구제역,충청남도,논산시,연산면,소,2009
146,구제역,경상남도,거창군,거창읍,소,6354
147,구제역,충청북도,음성군,맹동면,소,822
148,구제역,충청남도,공주시,의당면,소,3758
149,고병원성조류인플루엔자,경상북도,의성군,점곡면,닭,6034
150,구제역,전라남도,장흥군,관산읍,소,11927
151,구제역,강원도,강릉시,성산면,소,1107
152,구제역,전라북도,장수군,장수읍,소,6641
153,구제역,충청남도,태안군,소원면,염소,1682
154,구제역,경상남도,의령군,봉수면,소,1928
155,구제역,전라북도,부안군,계화면,소,2950
156,구제역,경기도,남양주시,화도읍,소,1305
157,구제역,경기도,여주시,흥천면,소,5246
158,구제역,경기도,여주시,우만동,소,52
159,구제역,강원도,횡성군,청일면,소,4677
160,구제역,경상북도,경주시,내남면,소,7721
161,구제역,전라북도,정읍시,태인면,소,5584
162,구제역,전라북도,익산시,함열읍,돼지,514398
163,고병원성조류인플루엔자,경기도,포천시,이동면,거위,95
164,구제역,전라남도,구례군,구례읍,소,2134
165,구제역,전라남도,강진군,성전면,소,3966
166,고병원성조류인플루엔자,경상남도,진주시,미천면,거위,220
167,고병원성조류인플루엔자,경기도,연천군,미산면,닭,10792316
168,고병원성조류인플루엔자,경상북도,포항시 북구,신광면,거위,364
169,고병원성조류인플루엔자,전라남도,보성군,벌교읍,닭,3783269
170,구제역,전라북도,정읍시,산내면,소,1854
171,구제역,경상남도,고성군,개천면,소,1823
172,고병원성조류인플루엔자,충청남도,논산시,가야곡면,닭,4729327
173,구제역,경기도,시흥시,도창동,소,147
174,구제역,경상남도,밀양시,초동면,염소,1439
175,구제역,충청북도,진천군,초평면,소,4195
176,구제역,전라북도,부안군,줄포면,소,1778
177,구제역,전라남도,광양시,봉강면,소,420
178,구제역,경기도,안산시 단원구,대부남동,소,141
179,고병원성조류인플루엔자,충청북도,영동군,추풍령면,거위,7
180,고병원성조류인플루엔자,충청남도,부여군,석성면,닭,4333984
181,고병원성조류인플루엔자,충청남도,서천군,한산면,닭,4412
182,구제역,충청남도,공주시,계룡면,소,4881
183,구제역,강원도,강릉시,사천면,소,737
184,구제역,제주특별자치도,제주시,구좌읍,소,4018
185,구제역,충청남도,아산시,염치읍,돼지,376352
186,구제역,충청남도,아산시,선장면,돼지,579619
187,구제역,충청남도,아산시,배방면,돼지,0
188,고병원성조류인플루엔자,인천광역시,강화군,강화읍,닭,4712
189,구제역,전라남도,영암군,서호면,염소,7920
190,구제역,경기도,이천시,율면,돼지,1138428
191,구제역,충청남도,예산군,대술면,염소,1526
192,구제역,충청북도,충주시,신니면,소,3687
193,구제역,강원도,평창군,봉평면,소,1430
194,구제역,경기도,파주시,적성면,소,7205
195,고병원성조류인플루엔자,경상남도,김해시,이동,닭,723
196,구제역,경상남도,합천군,용주면,염소,3286
197,고병원성조류인플루엔자,강원도,평창군,방림면,닭,20441
198,구제역,경상남도,창녕군,성산면,소,1262
199,구제역,강원도,홍천군,홍천읍,소,2022
200,구제역,경기도,가평군,상면,소,2530
201,고병원성조류인플루엔자,경상북도,성주군,대가면,꿩,659
202,고병원성조류인플루엔자,경상남도,하동군,북천면,닭,2906434
203,구제역,경상북도,구미시,수점동,염소,45
204,고병원성조류인플루엔자,충청북도,청주시 흥덕구,오송읍,닭,808856
205,고병원성조류인플루엔자,경상남도,창원시 성산구,천선동,닭,9365
206,구제역,경기도,양평군,단월면,소,1841
207,구제역,울산광역시,울주군,범서읍,소,1816
208,구제역,경상북도,울진군,평해읍,소,2978
209,구제역,충청북도,청주시 청원구,내수읍,소,3564
210,구제역,충청남도,당진시,면천면,소,4510
211,구제역,경상북도,문경시,산양면,소,7375
212,고병원성조류인플루엔자,전라북도,임실군,성수면,닭,13158
213,구제역,경상북도,성주군,용암면,소,4727
214,구제역,강원도,홍천군,서면,소,2056
215,구제역,전라북도,무주군,무주읍,소,2375
216,구제역,경상남도,남해군,고현면,염소,7058
217,구제역,전라북도,무주군,무풍면,소,999
218,구제역,전라남도,영광군,백수읍,소,3697
219,고병원성조류인플루엔자,충청남도,홍성군,홍동면,오리,906
220,고병원성조류인플루엔자,전라북도,정읍시,덕천면,오리,185784
221,구제역,전라북도,정읍시,태인면,돼지,2070583
222,구제역,경상북도,영천시,채신동,소,111
223,구제역,충청북도,증평군,도안면,염소,4030
224,구제역,충청북도,청주시 청원구,북이면,염소,15675
225,구제역,충청북도,괴산군,연풍면,염소,5731
226,고병원성조류인플루엔자,전라북도,익산시,망성면,닭,28620574
227,고병원성조류인플루엔자,전라남도,곡성군,곡성읍,닭,2818342
228,고병원성조류인플루엔자,충청남도,논산시,상월면,칠면조,37
229,구제역,경상북도,구미시,도개면,소,7309
230,구제역,전라북도,익산시,황등면,소,3211
231,구제역,경기도,용인시 처인구,포곡읍,면양,152
232,고병원성조류인플루엔자,경상북도,영주시,풍기읍,닭,1061756
233,구제역,경상북도,문경시,산북면,소,2246
234,구제역,강원도,동해시,괴란동,소,425
235,,대전광역시,유성구,금탄동,꿀벌,291
236,구제역,강원도,화천군,간동면,소,912
237,고병원성조류인플루엔자,경상북도,구미시,고아읍,꿩,329
238,구제역,세종특별자치시,,전동면,소,3887
239,구제역,경상북도,안동시,일직면,염소,15238
240,구제역,전라남도,보성군,미력면,염소,32115
241,구제역,경상북도,성주군,벽진면,소,1992
242,고병원성조류인플루엔자,경기도,광명시,일직동,닭,8434
243,구제역,충청북도,충주시,대소원면,소,1692
244,구제역,충청북도,옥천군,군서면,소,1120
245,구제역,경기도,포천시,영중면,소,3835
246,구제역,충청북도,진천군,백곡면,사슴,264
247,,충청북도,괴산군,감물면,꿀벌,1798
248,고병원성조류인플루엔자,경상북도,안동시,남선면,닭,635745
249,,전라남도,담양군,창평면,토끼,200
250,구제역,경기도,이천시,대월면,소,4085
251,구제역,경상북도,상주시,외남면,소,1382
252,구제역,전라북도,임실군,청웅면,소,814
253,구제역,강원도,양구군,남면,소,2589
254,고병원성조류인플루엔자,경상북도,상주시,내서면,닭,27513
255,고병원성조류인플루엔자,부산광역시,기장군,철마면,닭,33533
256,구제역,인천광역시,중구,운남동,소,3
257,구제역,충청북도,증평군,증평읍,돼지,440873
258,고병원성조류인플루엔자,경상북도,구미시,지산동,칠면조,2
259,고병원성조류인플루엔자,전라남도,영암군,덕진면,거위,4
260,구제역,충청남도,홍성군,장곡면,염소,8355
261,고병원성조류인플루엔자,경상남도,사천시,신벽동,닭,1424
262,구제역,경상북도,구미시,장천면,소,2820
263,구제역,경상북도,상주시,화산동,소,266
264,구제역,충청남도,당진시,신평면,소,4669
265,고병원성조류인플루엔자,충청북도,청주시 상당구,미원면,오리,42882
266,고병원성조류인플루엔자,경상북도,구미시,산동면,닭,12840
267,구제역,충청남도,서천군,문산면,소,621
268,고병원성조류인플루엔자,경상남도,고성군,고성읍,거위,185
269,구제역,전라북도,고창군,공음면,염소,1382
270,구제역,충청북도,괴산군,연풍면,산양,47
271,,경상남도,밀양시,상남면,개,0
272,고병원성조류인플루엔자,전라남도,순천시,별량면,닭,5571589
273,고병원성조류인플루엔자,제주특별자치도,제주시,도두이동,거위,656
274,구제역,전라남도,담양군,담양읍,소,4672
275,고병원성조류인플루엔자,충청북도,영동군,용산면,닭,3011951
276,고병원성조류인플루엔자,경상남도,남해군,설천면,닭,26934
277,,강원도,삼척시,노곡면,꿀벌,38
278,구제역,전라북도,정읍시,고부면,사슴,675
279,구제역,강원도,홍천군,두촌면,소,351
280,고병원성조류인플루엔자,경상남도,밀양시,청도면,닭,1017705
281,구제역,충청남도,홍성군,장곡면,사슴,121
282,구제역,충청남도,서산시,고북면,산양,94
283,구제역,전라북도,군산시,성산면,염소,892
284,고병원성조류인플루엔자,경상남도,산청군,산청읍,닭,3180799
285,고병원성조류인플루엔자,경기도,시흥시,군자동,닭,1306
286,고병원성조류인플루엔자,충청남도,금산군,군북면,닭,6515
287,고병원성조류인플루엔자,경상남도,창원시 진해구,마천동,닭,13807
288,고병원성조류인플루엔자,경상북도,영천시,화남면,닭,5330479
289,고병원성조류인플루엔자,대구광역시,수성구,고모동,닭,5640
290,구제역,경상남도,함양군,함양읍,염소,17922
291,구제역,경상북도,영양군,입암면,염소,2475
292,구제역,충청북도,음성군,생극면,염소,1181
293,구제역,경상북도,영양군,영양읍,염소,6580
294,구제역,전라북도,남원시,운봉읍,돼지,1659831
295,고병원성조류인플루엔자,경상북도,봉화군,상운면,닭,2521262
296,,경기도,광주시,도척면,꿀벌,21667
297,,전라남도,고흥군,남양면,꿀벌,4412
298,구제역,경상북도,영양군,수비면,염소,3440
299,고병원성조류인플루엔자,경상북도,의성군,단밀면,닭,7532761
300,고병원성조류인플루엔자,경상남도,창녕군,대합면,오리,2233103
301,구제역,경상남도,하동군,옥종면,돼지,2416
302,,경기도,파주시,금촌동,꿀벌,1378
303,,경기도,안성시,미양면,꿀벌,3593
304,,경기도,용인시 처인구,원삼면,꿀벌,7132
305,고병원성조류인플루엔자,전라북도,임실군,운암면,오리,11
306,구제역,충청남도,태안군,태안읍,사슴,0
307,구제역,전라남도,함평군,손불면,염소,70866
308,구제역,충청남도,홍성군,결성면,돼지,3672530
309,구제역,전라남도,영광군,백수읍,염소,1597
310,고병원성조류인플루엔자,전라북도,김제시,서정동,거위,17
311,구제역,대전광역시,동구,낭월동,염소,282
312,구제역,경기도,김포시,양촌읍,염소,8982
313,고병원성조류인플루엔자,충청북도,음성군,감곡면,거위,20
314,고병원성조류인플루엔자,충청북도,음성군,감곡면,닭,5252748
315,구제역,경기도,군포시,부곡동,소,40
316,구제역,전라북도,남원시,금지면,염소,6840
317,구제역,충청남도,부여군,부여읍,염소,11511
318,고병원성조류인플루엔자,경상남도,창원시 마산회원구,두척동,거위,2
319,고병원성조류인플루엔자,강원도,정선군,화암면,닭,15964
320,고병원성조류인플루엔자,충청남도,보령시,주산면,닭,2504903
321,,경상남도,사천시,사남면,꿀벌,397
322,구제역,충청남도,계룡시,두마면,염소,290
323,구제역,충청남도,공주시,이인면,사슴,1871
324,,경기도,평택시,장안동,꿀벌,1113
325,고병원성조류인플루엔자,전라북도,임실군,임실읍,닭,3824767
326,고병원성조류인플루엔자,전라북도,임실군,임실읍,오리,93
327,구제역,인천광역시,중구,덕교동,염소,6012
328,구제역,충청남도,논산시,부적면,소,2647
329,,전라남도,함평군,나산면,꿀벌,6820
330,구제역,경기도,양평군,양평읍,사슴,537
331,고병원성조류인플루엔자,전라남도,영광군,대마면,오리,463418
332,구제역,전라남도,여수시,화양면,돼지,38056
333,,경기도,광주시,퇴촌면,꿀벌,8782
334,구제역,전라남도,장흥군,안양면,염소,847
335,구제역,충청북도,음성군,생극면,돼지,721064
336,,충청북도,음성군,생극면,토끼,121
337,고병원성조류인플루엔자,경상남도,산청군,오부면,닭,834732
338,고병원성조류인플루엔자,울산광역시,울주군,웅촌면,닭,60671
339,고병원성조류인플루엔자,경상북도,문경시,우지동,닭,2536
340,고병원성조류인플루엔자,경상남도,산청군,생비량면,닭,21147
341,구제역,전라남도,고흥군,고흥읍,염소,2072
342,구제역,경기도,화성시,우정읍,돼지,1220677
343,고병원성조류인플루엔자,전라남도,화순군,도암면,닭,782605
344,,충청북도,괴산군,괴산읍,꿀벌,1793
345,고병원성조류인플루엔자,경상북도,청송군,현서면,닭,1410612
346,고병원성조류인플루엔자,전라남도,순천시,주암면,닭,8174128
347,구제역,전라남도,무안군,삼향면,돼지,0
348,구제역,경기도,화성시,양감면,염소,1105
349,구제역,경상남도,창원시 마산합포구,구산면,염소,2743
350,구제역,경상북도,안동시,예안면,염소,4102
351,구제역,충청북도,청주시 흥덕구,원평동,소,181
352,,강원도,양양군,양양읍,꿀벌,8435
353,고병원성조류인플루엔자,전라북도,고창군,아산면,닭,11599577
354,고병원성조류인플루엔자,경기도,안성시,중리동,닭,1213919
355,고병원성조류인플루엔자,전라남도,영광군,군서면,닭,15345987
356,고병원성조류인플루엔자,강원도,태백시,상사미동,닭,4788
357,고병원성조류인플루엔자,경상남도,창원시 의창구,동읍,거위,513
358,고병원성조류인플루엔자,충청북도,충주시,중앙탑면,칠면조,21
359,구제역,강원도,원주시,문막읍,염소,12704
360,구제역,전라남도,완도군,신지면,염소,3642
361,고병원성조류인플루엔자,충청남도,논산시,광석면,칠면조,13
362,고병원성조류인플루엔자,강원도,동해시,부곡동,거위,13
363,고병원성조류인플루엔자,강원도,횡성군,강림면,칠면조,39
364,고병원성조류인플루엔자,경상북도,구미시,장천면,닭,34774
365,,경기도,고양시 일산동구,풍동,꿀벌,301
366,고병원성조류인플루엔자,경상남도,합천군,합천읍,오리,2034
367,구제역,충청남도,논산시,상월면,소,1940
368,,경기도,이천시,대월면,꿀벌,3700
369,구제역,강원도,홍천군,북방면,산양,12
370,구제역,강원도,삼척시,근덕면,소,3763
371,구제역,경상남도,산청군,단성면,면양,300
372,고병원성조류인플루엔자,전라남도,함평군,나산면,닭,11959083
373,고병원성조류인플루엔자,충청남도,서산시,해미면,거위,70
374,구제역,경상남도,함양군,휴천면,돼지,423737
375,,경기도,광주시,직동,꿀벌,82
376,고병원성조류인플루엔자,경기도,광주시,초월읍,닭,3343242
377,,경기도,연천군,중면,꿀벌,878
378,,경기도,수원시 장안구,영화동,꿀벌,65
379,,경기도,수원시 장안구,하광교동,꿀벌,870
380,구제역,경기도,연천군,군남면,염소,6946
381,,경기도,안성시,금광면,꿀벌,5375
382,,경기도,평택시,지산동,꿀벌,780
383,,경기도,이천시,진리동,꿀벌,151
384,고병원성조류인플루엔자,경기도,안산시 단원구,대부남동,거위,42
385,,경기도,남양주시,삼패동,꿀벌,1430
386,고병원성조류인플루엔자,울산광역시,북구,어물동,거위,50
387,,전라남도,보성군,보성읍,꿀벌,2694
388,고병원성조류인플루엔자,충청북도,충주시,풍동,닭,1198
389,구제역,충청북도,청주시 서원구,현도면,염소,1301
390,구제역,전라북도,완주군,구이면,돼지,152266
391,구제역,경상남도,합천군,가야면,염소,5367
392,구제역,충청남도,금산군,복수면,돼지,320582
393,고병원성조류인플루엔자,경기도,파주시,파주읍,닭,521686
394,구제역,대전광역시,서구,용촌동,염소,981
395,고병원성조류인플루엔자,경상남도,함안군,대산면,칠면조,13
396,구제역,경상북도,경주시,내남면,염소,12748
397,고병원성조류인플루엔자,경상북도,경주시,내남면,꿩,517
398,구제역,충청남도,홍성군,은하면,염소,6325
399,고병원성조류인플루엔자,경상북도,김천시,농소면,닭,4429345
400,고병원성조류인플루엔자,강원도,평창군,진부면,닭,9930
401,구제역,충청남도,부여군,홍산면,염소,3710
402,구제역,경상북도,예천군,호명면,염소,3042
403,고병원성조류인플루엔자,강원도,양구군,남면,닭,46964
404,고병원성조류인플루엔자,경상남도,남해군,이동면,닭,13393
405,,경상북도,칠곡군,석적읍,꿀벌,11817
406,,경상북도,성주군,가천면,꿀벌,10921
407,구제역,충청남도,부여군,외산면,사슴,82
408,구제역,전라남도,완도군,완도읍,염소,3196
409,구제역,강원도,정선군,남면,염소,1964
410,,경상북도,칠곡군,동명면,꿀벌,8823
411,고병원성조류인플루엔자,충청남도,홍성군,서부면,꿩,10
412,고병원성조류인플루엔자,인천광역시,옹진군,영흥면,닭,7256
413,,경상남도,밀양시,하남읍,꿀벌,371
414,,충청남도,아산시,염치읍,꿀벌,1243
415,,충청북도,영동군,황간면,꿀벌,793
416,구제역,충청북도,보은군,탄부면,염소,767
417,고병원성조류인플루엔자,경상북도,경주시,외동읍,거위,281
418,고병원성조류인플루엔자,경상북도,울진군,북면,닭,53332
419,,강원도,홍천군,내촌면,꿀벌,3710
420,,경상남도,의령군,화정면,꿀벌,8258
421,고병원성조류인플루엔자,경상남도,고성군,삼산면,오리,125
422,고병원성조류인플루엔자,경상남도,고성군,삼산면,닭,695440
423,구제역,충청남도,예산군,대술면,사슴,2939
424,고병원성조류인플루엔자,전라남도,영광군,법성면,닭,10573178
425,구제역,전라남도,영광군,법성면,염소,5450
426,고병원성조류인플루엔자,경기도,화성시,서신면,닭,6649
427,고병원성조류인플루엔자,경상북도,청도군,화양읍,오리,554
428,고병원성조류인플루엔자,경상북도,구미시,임수동,닭,4924
429,구제역,경상남도,함양군,유림면,돼지,383578
430,고병원성조류인플루엔자,전라북도,정읍시,태인면,거위,98
431,고병원성조류인플루엔자,경상북도,예천군,유천면,칠면조,340
432,구제역,전라남도,고흥군,금산면,염소,11807
433,구제역,전라남도,고흥군,두원면,돼지,450721
434,고병원성조류인플루엔자,강원도,평창군,진부면,거위,5
435,고병원성조류인플루엔자,전라남도,영광군,군남면,거위,209
436,구제역,충청남도,부여군,규암면,소,3608
437,구제역,전라남도,순천시,해룡면,소,524
438,,경상남도,거창군,남상면,꿀벌,3273
439,구제역,전라북도,부안군,변산면,돼지,52224
440,구제역,경상남도,함양군,안의면,염소,25352
441,구제역,부산광역시,강서구,대저1동,염소,1042
442,,충청북도,영동군,용화면,꿀벌,1517
443,고병원성조류인플루엔자,충청남도,서천군,종천면,닭,6045535
444,고병원성조류인플루엔자,강원도,철원군,갈말읍,닭,12022030
445,고병원성조류인플루엔자,충청북도,진천군,초평면,거위,104
446,고병원성조류인플루엔자,경상남도,창원시 성산구,토월동,닭,5415
447,구제역,경상북도,예천군,효자면,염소,4446
448,고병원성조류인플루엔자,경상남도,거창군,고제면,닭,21775
449,고병원성조류인플루엔자,전라북도,군산시,산북동,닭,9270
450,고병원성조류인플루엔자,경상북도,봉화군,명호면,거위,818
451,구제역,인천광역시,남동구,구월동,염소,271
452,구제역,경상북도,안동시,풍천면,염소,1773
453,구제역,제주특별자치도,서귀포시,서홍동,돼지,21475
454,,인천광역시,남동구,만수동,꿀벌,2160
455,,인천광역시,중구,덕교동,토끼,610
456,구제역,경상남도,양산시,하북면,염소,1831
457,구제역,인천광역시,옹진군,대청면,염소,5261
458,고병원성조류인플루엔자,인천광역시,중구,남북동,거위,32
459,,충청남도,아산시,배방읍,꿀벌,3745
460,,인천광역시,계양구,하야동,꿀벌,120
461,,충청남도,천안시 동남구,목천읍,토끼,97
462,구제역,경상남도,창녕군,길곡면,염소,744
463,,경상북도,예천군,용궁면,꿀벌,10745
464,고병원성조류인플루엔자,강원도,영월군,무릉도원면,닭,6273
465,,대구광역시,달성군,가창면,꿀벌,13000
466,고병원성조류인플루엔자,강원도,양구군,양구읍,칠면조,825
467,,강원도,횡성군,둔내면,토끼,2
468,고병원성조류인플루엔자,경상북도,영덕군,달산면,닭,16102
469,고병원성조류인플루엔자,경상북도,포항시 남구,구룡포읍,닭,4372
470,고병원성조류인플루엔자,경상북도,봉화군,재산면,닭,68094
471,고병원성조류인플루엔자,경기도,김포시,사우동,오리,67
472,고병원성조류인플루엔자,경상남도,김해시,대동면,거위,288
473,고병원성조류인플루엔자,경상북도,안동시,북후면,칠면조,392
474,고병원성조류인플루엔자,경기도,이천시,신둔면,닭,755047
